,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.617774,0.348262,0.744458
2,0.972648,0.214457,0.413487
4,0.792458,0.128089,0.351817
8,0.91426,0.069426,0.395313
16,1.404516,0.041045,0.601245
