thread,HTM-block,Checkpoint-block,Abort
1,.5048890,.0003712,.5275130
2,.4105353,.0210249,.2155048
4,.4564994,.0307413,.0806446
8,.5356294,.0456621,.0334499
16,.7425045,.0547385,.0168661
