thread,HTM-block,Checkpoint-block,Abort
1,.0123692,.0003760,.5187294
2,.0498695,.0343146,.2014913
4,.2473943,.1090845,.0771984
8,.2360563,.2667629,.0321906
16,.1483809,.5274351,.0170173
