thread,HTM-block,Checkpoint-block,Abort
1,.2476118,0,.0339906
2,.2304014,.0000173,.0037566
4,.2233472,.0001009,.0029717
8,.2482439,.0003672,.0022396
16,.5620742,.0006670,.0017921
