thread,HTM-block,Checkpoint-block,Abort
1,1.1349922,.0003744,.5547850
2,.7347540,.0172650,.2225482
4,2.0947796,.0086056,.1228729
8,3.4723220,.0043885,.0852161
16,6.6352175,.0011466,.0503176
