thread,HTM-block,Checkpoint-block,Abort
1,.0167610,.0003746,.5296578
2,.1156455,.0425610,.2089111
4,.2621537,.1264018,.0824853
8,.2841324,.4054641,.0349603
16,.1537323,1.1074828,.0206595
