thread,HTM-block,Checkpoint-block,Abort
1,.0156796,0,.0920336
2,.0049907,.0002099,.0068785
4,.0725975,.0016892,.0038648
8,.1605814,.0095860,.0024738
16,.2112714,.0554933,.0019185
