thread,HTM-block,Checkpoint-block,Abort
1,.4788020,.0003740,.5266624
2,.3782730,.0204550,.2139811
4,.4809347,.0270712,.0830982
8,.5536090,.0395328,.0381683
16,2.7575043,.0284258,.0277839
