,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.142175,0.514365,0.690347
2,0.607009,0.288131,0.378651
4,0.348194,0.170492,0.216692
8,0.20658,0.094504,0.129613
16,0.128619,0.052596,0.069561
32,0.299111,0.0508,0.137586
