,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.704546,0.339886,1.094143
2,1.630334,0.200096,1.048133
4,2.533126,0.122585,1.1858
8,3.739476,0.065272,1.763368
16,6.799992,0.039119,3.16509
