,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.036162,0.315512,0.966705
2,1.222003,0.188482,0.579838
4,0.878945,0.112878,0.433208
8,0.792135,0.060672,0.369392
16,0.917017,0.037105,0.413106
