,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.291226,0.030059,0.123689
5,0.191211,0.01721,0.071242
9,0.157254,0.013567,0.061799
13,0.142368,0.009963,0.057711
17,0.148152,0.008443,0.046369
21,0.164937,0.011036,0.047884
