,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.747412,0.367944,0.765236
2,1.08459,0.220882,0.426075
4,0.949164,0.133678,0.370676
8,2.424177,0.067247,0.508146
16,8.276007,0.03997,2.36778
