,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.585802,0.373767,0.782684
2,0.821876,0.219177,0.39468
4,0.664335,0.132707,0.319123
8,0.681372,0.069627,0.315235
16,0.79556,0.040236,0.443322
