,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.533613,0.337485,0.758663
2,0.801201,0.20422,0.388221
4,0.684877,0.127159,0.314804
8,0.866551,0.065024,0.379527
16,0.973181,0.03901,0.448491
