,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.470853,0.270844,1.051655
5,1.940545,0.089393,0.671469
9,3.567509,0.050836,0.964344
13,8.974047,0.039289,1.70748
17,31.933428,0.033452,3.56597
21,55.251969,0.037116,27.776055
