,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.402524,0.256134,0.267599
2,1.299196,0.151465,0.169851
4,0.702414,0.081496,0.095538
8,0.433451,0.045108,0.052776
16,0.267901,0.02786,0.030552
