,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.513573,0.317033,0.712088
2,0.836834,0.19295,0.377746
4,0.774479,0.124876,0.374787
8,0.737164,0.063855,0.37259
16,0.905485,0.038863,0.572445
