,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.827894,0.469673,0.584274
2,0.454264,0.242226,0.306454
4,0.252261,0.167365,0.200345
8,0.162063,0.093819,0.119521
16,0.099853,0.051789,0.063671
32,0.228292,0.050494,0.153369
