,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,5.104638,3.558627,4.193126
2,4.17082,2.379509,3.560075
4,3.423881,1.768381,2.658455
8,1.998973,1.481718,3.223109
16,3.188437,1.035826,2.095459
