,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,6.130611,2.324959,3.249521
2,3.197975,1.182642,1.697859
4,1.744915,0.629271,0.957629
8,0.995588,0.341131,0.560445
16,0.659723,0.189274,0.369255
