,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.131424,0.346636,1.017428
2,1.253669,0.203584,0.607848
4,0.900274,0.12315,0.439153
8,0.823822,0.06463,0.391804
16,0.965758,0.038546,0.424833
