,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.940022,0.314503,0.889531
2,1.135379,0.184503,0.55443
4,0.870515,0.115951,0.430992
8,1.307547,0.061366,0.411137
16,5.370937,0.037401,2.404721
