,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.456137,0.354238,1.151799
2,1.389644,0.207317,0.642918
4,1.446554,0.122149,0.395569
8,0.732925,0.06392,0.388436
16,0.804636,0.037803,0.198653
