,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,5.100004,3.442298,4.152057
2,4.227466,2.378837,3.479597
4,3.665543,1.772251,3.250163
8,3.483977,1.408521,2.445749
16,1.727946,1.176037,2.010149
