,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,3.270331,0.597146,1.645218
2,1.868445,0.332644,0.933593
4,1.430766,0.196362,0.686651
8,1.277645,0.107798,0.612912
16,1.53053,0.059859,0.709991
32,52.117835,0.063717,17.181936
