,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.091317,0.316893,0.966843
2,1.194817,0.191124,0.558706
4,0.869701,0.116456,0.415028
8,0.797052,0.059781,0.387676
16,0.812707,0.037381,3.902447
