,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.946808,0.311867,0.894397
2,1.140112,0.190005,0.556047
4,0.879178,0.116923,0.419237
8,1.135788,0.061299,0.409851
16,4.935297,0.037142,2.047997
