,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.264098,0.255811,1.372325
5,1.343708,0.082715,0.758997
9,2.729223,0.048769,1.599403
13,4.943055,0.037776,3.240813
17,9.474704,0.031927,5.156712
21,15.025749,0.038017,8.44133
