,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,6.18661,2.337491,3.292931
2,3.219009,1.194432,1.718746
4,1.757503,0.635729,0.963886
8,1.004488,0.339818,0.563583
16,0.65588,0.192509,0.367501
