,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.605634,0.354681,0.729432
2,0.890099,0.215407,0.411478
4,0.769558,0.133917,0.3684
8,0.743262,0.068439,0.371377
16,0.976252,0.040628,0.581538
