,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,40.998954,3.158197,17.840301
2,16.658854,1.438174,7.695072
4,7.991948,0.75093,4.018174
8,6.026417,0.379599,3.026515
