,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.445168,0.26584,0.335924
2,0.234364,0.1392,0.215255
4,0.124219,0.100318,0.129198
8,0.087561,0.055152,0.071378
16,0.049456,0.032331,0.040546
