,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,3.631678,0.350505,0.382111
2,1.844175,0.200435,0.228533
4,1.056049,0.121123,0.144075
8,0.597224,0.064468,0.075753
16,0.35847,0.036729,0.042777
32,0.365648,0.039442,0.042886
