,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.067746,0.313165,0.99175
2,1.206182,0.188705,0.582033
4,0.883449,0.11302,0.441118
8,0.806916,0.060971,0.380495
16,1.046992,0.036628,3.940182
