,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.354502,0.036139,0.14109
5,0.166193,0.046169,0.129044
9,0.153257,0.009751,0.049476
13,0.160005,0.007109,0.069511
17,0.192095,0.006021,0.064618
21,0.09933,0.008851,0.060483
