,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.258911,0.258226,1.394305
5,1.348339,0.08306,0.776979
9,2.485585,0.049722,1.841373
13,4.472962,0.038349,3.382683
17,9.107785,0.031998,5.090829
21,14.727732,0.041456,6.919553
