,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.256039,0.266582,1.049146
5,1.488692,0.085181,0.774065
9,1.86065,0.050014,0.875455
13,2.413474,0.03865,1.260148
17,6.860179,0.033437,1.510341
21,54.420846,0.037032,36.797242
