,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.612021,0.265861,0.380481
2,0.322974,0.180001,0.203874
4,0.176021,0.104592,0.144934
8,0.11343,0.0561,0.078143
16,0.06919,0.033235,0.043676
