,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.287785,0.360755,1.109344
2,1.357273,0.209332,0.643665
4,1.201862,0.124055,0.527693
8,3.625106,0.063268,0.439197
16,1.014135,0.037104,0.341968
