,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.623654,0.267199,0.381173
2,0.329354,0.180352,0.225356
4,0.179661,0.103709,0.142504
8,0.115633,0.056683,0.076639
16,0.068746,0.032425,0.044036
