,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,3.623878,0.349195,0.37477
2,1.845684,0.202847,0.229044
4,1.05143,0.120412,0.141049
8,0.607975,0.063698,0.075622
16,0.358163,0.036231,0.04363
32,0.350366,0.040114,0.041679
