,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.505308,0.317689,0.730284
2,0.833123,0.19429,0.392355
4,0.773476,0.118925,0.367961
8,0.74217,0.06351,0.356219
16,0.941226,0.038173,0.604717
