,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.631234,0.266935,0.382965
5,0.169731,0.085272,0.118038
9,0.109391,0.051688,0.071046
13,0.084311,0.039921,0.052691
17,0.068726,0.031677,0.040842
21,0.156335,0.036439,0.080286
