,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.47222,0.353877,1.150097
2,1.385451,0.208065,0.653919
4,1.024881,0.123166,0.408484
8,0.774681,0.063349,0.543209
16,1.153479,0.037389,0.201074
