,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.084959,0.355825,1.021871
2,1.2155,0.208464,0.589921
4,0.866997,0.124779,0.438778
8,0.793164,0.064513,0.371408
16,0.899385,0.038206,0.415249
