,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,23.192846,1.426456,2.04849
2,11.875602,0.731769,1.048372
4,6.386694,0.400029,0.560326
8,3.303281,0.226987,0.31511
16,1.815438,0.128126,0.195391
