,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.132859,0.350503,1.02034
2,1.253747,0.207166,0.617853
4,0.92601,0.124457,0.4839
8,0.933434,0.063508,0.405299
16,1.076019,0.038876,0.480859
