,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.373745,0.353905,1.136967
2,1.387753,0.207263,0.659649
4,1.086479,0.123599,0.491536
8,2.871901,0.064929,0.311034
16,0.661672,0.038293,0.367779
