,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,3.209937,0.594404,1.551925
2,1.848526,0.333648,0.935518
4,1.436776,0.197999,0.686987
8,2.014996,0.106639,0.682831
16,8.633613,0.060528,3.405831
32,53.704489,0.058366,13.692338
