,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.481322,0.32962,0.693384
2,0.812514,0.201339,0.366838
4,0.7456,0.125697,0.352225
8,0.714965,0.064767,0.344213
16,0.895729,0.038735,0.534826
