,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.225532,0.337448,1.083041
2,1.095066,0.205204,0.545412
4,0.873455,0.120675,0.409266
8,1.815594,0.063898,0.776217
16,5.009334,0.037508,2.349952
