,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.06501,0.341229,0.95338
2,1.25872,0.209003,0.612503
4,0.905196,0.122192,0.445673
8,0.820716,0.064878,0.39495
16,0.953095,0.037538,0.533707
