,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,27.307426,2.377074,19.270585
2,20.6762,1.147673,16.385281
4,20.59202,0.659174,15.876413
8,19.770696,0.353297,15.653774
16,19.150137,0.196029,15.559665
