,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.231656,0.358083,1.061671
2,1.232546,0.208019,0.56922
4,0.875049,0.123418,0.359146
8,0.736141,0.064124,0.160082
16,0.268793,0.037905,0.172619
