,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.609634,0.372283,0.768205
2,0.879808,0.218968,0.408774
4,0.736114,0.135042,0.367011
8,0.74593,0.066705,0.369877
16,0.9267,0.040422,0.551904
