,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.706128,0.338827,1.098333
2,1.57787,0.203112,1.055255
4,2.519675,0.12378,1.208543
8,3.717376,0.063253,1.76147
16,6.874933,0.037688,3.205051
