,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.816748,0.509567,0.583727
2,0.45481,0.243166,0.338822
4,0.268663,0.168162,0.196981
8,0.161018,0.094353,0.120716
16,0.101137,0.052022,0.063519
32,0.228389,0.051055,0.117409
