,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.438781,0.265416,0.334056
2,0.234303,0.140974,0.180046
4,0.128289,0.102432,0.131832
8,0.087262,0.056125,0.072243
16,0.050507,0.031872,0.040601
