,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.129533,0.353521,1.036707
2,1.273004,0.210591,0.53668
4,0.828812,0.122726,0.457162
8,0.764343,0.064088,0.321619
16,0.717482,0.037217,0.330363
