,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,34.958468,3.151064,14.937041
2,14.282196,1.436955,6.405907
4,6.970989,0.758356,3.407705
8,5.397084,0.382639,2.817307
