,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.408767,0.361126,1.162962
2,1.174924,0.209961,0.569682
4,0.83434,0.124476,0.424695
8,0.623519,0.063306,0.457995
16,0.837403,0.038458,0.078225
