,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.337515,0.206933,0.221387
2,1.244555,0.129421,0.151515
4,0.681845,0.06635,0.080879
8,0.422506,0.037646,0.044388
16,0.258668,0.023719,0.02713
