,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,20.886164,2.335806,14.540496
2,19.111618,1.12824,12.420414
4,21.997246,0.642593,12.682704
8,18.634927,0.342596,12.962966
16,25.579973,0.205125,16.174674
